region	gender	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80 и старше	85 и старше	sum
Смоленская область	woman	3777	4149	4714	4721	4857	4881	4903	4844	4663	4799	4673	4423	4216	3998	4114	4153	3945	3649	3975	3763	3933	3828	4130	4522	4796	4373	5165	5661	6579	6770	7472	7888	7732	7346	7187	7648	6850	6781	7275	6915	6929	6758	6863	6844	6808	6606	6494	6448	6549	6196	6147	6250	6532	6744	7310	7568	8019	8652	9027	8584	9311	9170	8915	8736	8446	7627	7686	7138	7512	7574	6117	5766	4553	2602	2406	1921	3178	4325	4364	4617	30067	13101	503427
Тамбовская область	all	8240	8829	9959	10186	10392	10063	10274	9894	9743	9694	9992	9606	8894	9326	9451	9368	8922	8697	9209	8325	8792	8687	9651	10354	11130	11134	11638	12430	14435	14572	15524	16088	15645	14872	14547	14986	13733	13578	14550	13980	13936	13630	14500	14415	14332	14143	13773	13659	14404	13310	13105	13127	13835	14301	14770	16040	16636	17045	18332	17240	17229	16894	16114	15782	15211	13232	13883	13671	13111	13477	11018	9895	8800	4922	3630	3196	5361	9099	8905	8629	49984	21420	1015966
Тамбовская область	man	4165	4585	5149	5311	5457	5161	5235	5115	5011	5061	5190	4996	4532	4834	4784	4788	4653	4510	4887	4424	4505	4421	5035	5420	5895	5793	6023	6313	7406	7454	8108	8462	8216	7632	7606	7665	7068	6856	7292	6976	6834	6782	7149	7086	6898	6913	6671	6456	6860	6374	6247	6287	6314	6786	6952	7524	7711	8009	8404	7870	7586	7509	6994	6519	6194	5332	5432	5272	4955	5073	4121	3580	3040	1583	1167	986	1557	2458	2427	2224	11432	4503	467562
Тамбовская область	woman	4075	4244	4810	4875	4935	4902	5039	4779	4732	4633	4802	4610	4362	4492	4667	4580	4269	4187	4322	3901	4287	4266	4616	4934	5235	5341	5615	6117	7029	7118	7416	7626	7429	7240	6941	7321	6665	6722	7258	7004	7102	6848	7351	7329	7434	7230	7102	7203	7544	6936	6858	6840	7521	7515	7818	8516	8925	9036	9928	9370	9643	9385	9120	9263	9017	7900	8451	8399	8156	8404	6897	6315	5760	3339	2463	2210	3804	6641	6478	6405	38552	16917	548404
Тверская область	all	11534	12619	14258	14383	14607	14629	15117	14310	13595	13903	13647	13113	12137	12077	12276	12164	11623	10855	10263	9951	10395	10180	11126	11874	12674	12567	13829	15601	17803	19090	20064	21528	20788	20263	20284	20590	19532	18534	18907	18267	18239	18068	18201	18242	17465	16914	17279	16848	16826	15471	15231	15245	16278	16576	17500	18548	19204	20755	21184	20360	20531	20258	19334	19387	18963	17211	16845	15802	16276	16343	12891	12646	10643	6024	4451	3365	5516	10000	9085	10205	58469	24103	1269636
Тверская область	man	5952	6547	7213	7414	7490	7507	7714	7328	6918	7094	6870	6859	6162	6110	6354	6337	5894	5547	5262	5155	5409	5249	5663	6101	6601	6476	7130	8019	9333	10128	10600	11401	11012	10600	10620	10581	10033	9419	9548	9160	8878	8943	8817	8873	8477	8253	8271	7959	8064	7214	7050	6987	7485	7580	7857	8403	8478	9094	9244	8621	8693	8450	7886	7677	7496	6695	6335	5804	6012	5788	4591	4424	3708	2060	1415	1048	1502	2566	2346	2505	12405	4412	578764
Тверская область	woman	5582	6072	7045	6969	7117	7122	7403	6982	6677	6809	6777	6254	5975	5967	5922	5827	5729	5308	5001	4796	4986	4931	5463	5773	6073	6091	6699	7582	8470	8962	9464	10127	9776	9663	9664	10009	9499	9115	9359	9107	9361	9125	9384	9369	8988	8661	9008	8889	8762	8257	8181	8258	8793	8996	9643	10145	10726	11661	11940	11739	11838	11808	11448	11710	11467	10516	10510	9998	10264	10555	8300	8222	6935	3964	3036	2317	4014	7434	6739	7700	46064	19691	690872
Тульская область	all	12221	13177	14921	15402	14864	14782	15183	14356	13867	14495	14164	13169	12658	12527	13005	12809	12305	11912	11359	10862	11543	11004	12158	13348	14652	15124	16686	18465	21267	22600	23902	25490	25146	24067	24249	24405	22825	22316	23445	22287	22283	21907	22103	22588	22126	21506	21914	21215	21407	18886	18339	17576	18404	19087	19095	20857	21499	22466	23997	23278	24025	24094	23225	22179	22198	19774	20484	19588	19689	20452	16610	15086	12946	7728	5814	4680	8343	12136	11707	12551	71959	29725	1478818
Тульская область	man	6273	6729	7688	7852	7603	7451	7778	7283	7172	7573	7228	6786	6421	6502	6710	6525	6385	6174	5869	5539	5896	5569	6174	6733	7409	7802	8683	9502	11140	11760	12465	13336	13121	12526	12504	12532	11638	11358	11852	11107	11047	10762	10885	11039	10607	10511	10695	10226	10332	9140	8765	8321	8644	8835	8735	9421	9611	9954	10595	9888	9983	9839	9259	8789	8776	7485	7614	7211	7207	7149	5677	5126	4149	2462	1737	1383	2275	3157	3061	2910	15793	5808	669703
Тульская область	woman	5948	6448	7233	7550	7261	7331	7405	7073	6695	6922	6936	6383	6237	6025	6295	6284	5920	5738	5490	5323	5647	5435	5984	6615	7243	7322	8003	8963	10127	10840	11437	12154	12025	11541	11745	11873	11187	10958	11593	11180	11236	11145	11218	11549	11519	10995	11219	10989	11075	9746	9574	9255	9760	10252	10360	11436	11888	12512	13402	13390	14042	14255	13966	13390	13422	12289	12870	12377	12482	13303	10933	9960	8797	5266	4077	3297	6068	8979	8646	9641	56166	23917	809115
Ярославская область	all	12347	13246	15255	15398	15196	15368	15217	14218	13889	13971	13450	12792	12119	12135	12249	12021	11866	11444	11177	10411	11169	10650	10965	11470	12113	11664	13632	15669	17942	18853	20581	21509	20944	20625	20171	21007	19474	18833	19565	18628	18753	18378	18527	18246	17772	17656	17630	17126	16994	15761	15190	15355	15779	16127	16471	17686	17869	18986	19506	18499	18411	18223	17688	18149	18087	16199	16387	16046	16211	16622	12232	12016	10717	6263	4533	3529	6015	10162	9578	10404	54596	21357	1259612
Ярославская область	man	6367	6849	7750	7877	7787	7876	7909	7445	7129	7196	6835	6563	6098	6094	6220	6181	6202	5957	5807	5355	5614	5388	5588	5781	6160	5834	6751	7509	8578	9392	10193	10731	10448	10273	10068	10445	9592	9261	9535	9102	9187	8901	9079	8944	8515	8454	8484	8122	8137	7407	6999	7061	7357	7457	7345	7838	7921	8180	8368	7779	7574	7417	7014	7008	6755	6211	5929	5731	5842	5928	4155	4109	3502	1949	1430	990	1612	2738	2406	2627	11451	3852	565653
Ярославская область	woman	5980	6397	7505	7521	7409	7492	7308	6773	6760	6775	6615	6229	6021	6041	6029	5840	5664	5487	5370	5056	5555	5262	5377	5689	5953	5830	6881	8160	9364	9461	10388	10778	10496	10352	10103	10562	9882	9572	10030	9526	9566	9477	9448	9302	9257	9202	9146	9004	8857	8354	8191	8294	8422	8670	9126	9848	9948	10806	11138	10720	10837	10806	10674	11141	11332	9988	10458	10315	10369	10694	8077	7907	7215	4314	3103	2539	4403	7424	7172	7777	43145	17505	693959
Республика Карелия	all	6057	6454	7547	7747	7825	7619	8053	7661	7342	7389	7174	6927	6456	6442	6731	6572	6562	5998	5650	4978	5302	5206	5585	5790	5954	5883	6268	6780	7901	8695	9482	10258	10156	9580	9798	10086	10005	9355	9409	9239	9455	9331	9503	9384	9443	8794	8691	8601	8312	7541	7447	7525	7952	7936	8427	8901	8965	9952	10237	9804	9811	9285	8977	9232	9293	8307	8023	7697	7373	7634	5688	5445	4504	2669	2062	1510	2192	3911	3396	3866	23064	8880	618056
Республика Карелия	man	3136	3325	3820	4039	3966	3946	4163	3890	3845	3802	3620	3508	3315	3300	3499	3431	3352	3053	2832	2409	2661	2557	2735	2912	3029	3038	3291	3496	3972	4419	4906	5353	5276	4876	5031	5177	5083	4685	4634	4674	4647	4638	4681	4541	4658	4277	4183	4032	3989	3553	3458	3507	3559	3539	3839	4083	3962	4418	4334	4046	4063	3830	3569	3684	3482	3026	2926	2834	2555	2658	1882	1837	1471	862	642	476	576	1032	860	940	4671	1602	281876
Республика Карелия	woman	2921	3129	3727	3708	3859	3673	3890	3771	3497	3587	3554	3419	3141	3142	3232	3141	3210	2945	2818	2569	2641	2649	2850	2878	2925	2845	2977	3284	3929	4276	4576	4905	4880	4704	4767	4909	4922	4670	4775	4565	4808	4693	4822	4843	4785	4517	4508	4569	4323	3988	3989	4018	4393	4397	4588	4818	5003	5534	5903	5758	5748	5455	5408	5548	5811	5281	5097	4863	4818	4976	3806	3608	3033	1807	1420	1034	1616	2879	2536	2926	18393	7278	336180
Республика Коми	all	8525	9618	11003	11525	11892	11940	11894	11093	10589	10814	10709	10345	9550	9441	9867	9761	9418	8580	7458	6893	7519	7188	7728	7985	8613	8427	8369	10248	10207	10531	12136	13834	14356	14037	14555	14860	14532	13559	13933	13593	13621	13449	13543	12976	12786	12279	12347	11835	11179	10989	10662	10618	10924	11435	11792	12338	12970	13419	13825	13060	12898	12131	11089	10877	10651	9117	9070	8615	8268	8262	5909	5325	4574	2587	1897	1614	2601	3744	3713	3915	20206	7447	830235
Республика Коми	man	4395	4822	5683	5942	5990	6152	6122	5665	5410	5566	5407	5257	4870	4761	4971	4962	4838	4404	3704	3348	3730	3582	3819	4067	4369	4445	4620	6138	5604	5594	6483	7489	7612	7355	7584	7672	7586	6861	7078	6964	6920	6661	6746	6346	6148	6079	6036	5787	5323	5203	5083	5058	5235	5343	5511	5618	5865	6034	6182	5648	5428	4967	4503	4362	4116	3534	3380	3194	2940	2944	1978	1685	1405	790	526	446	721	956	947	1000	4189	1304	391758
Республика Коми	woman	4130	4796	5320	5583	5902	5788	5772	5428	5179	5248	5302	5088	4680	4680	4896	4799	4580	4176	3754	3545	3789	3606	3909	3918	4244	3982	3749	4110	4603	4937	5653	6345	6744	6682	6971	7188	6946	6698	6855	6629	6701	6788	6797	6630	6638	6200	6311	6048	5856	5786	5579	5560	5689	6092	6281	6720	7105	7385	7643	7412	7470	7164	6586	6515	6535	5583	5690	5421	5328	5318	3931	3640	3169	1797	1371	1168	1880	2788	2766	2915	16017	6143	438477
Архангельская область (включая Ненецкий автономный округ)	all	11185	12285	13837	14282	14589	14750	14837	14276	14317	14252	13960	13827	12539	12481	12834	12686	12102	11331	10065	9918	10674	10104	10642	11118	11321	11023	11600	12363	14025	15527	17665	18863	18520	17852	18478	19271	18961	17851	17992	17682	18063	18037	18064	17315	16602	15889	15936	14767	14384	13695	13411	13821	14430	14697	15305	16151	16330	17804	18288	17739	17480	17436	16745	17496	17288	14908	14748	14202	13099	13565	9484	9513	8773	4947	3536	2918	4441	7437	6710	7397	39383	15711	1144119
Архангельская область (включая Ненецкий автономный округ)	man	5837	6266	7187	7428	7608	7572	7666	7341	7345	7292	7048	7188	6492	6434	6540	6461	6192	5942	5340	5488	5833	5548	5661	5816	5907	5881	6058	6464	7279	8291	9314	10004	9777	9524	9736	10013	9789	9162	9023	9016	9150	9060	8973	8535	8231	7731	7791	7154	6982	6619	6308	6532	6811	6979	7165	7379	7384	8041	8158	7718	7479	7261	6929	7084	6709	5799	5594	5347	4833	4905	3326	3261	2928	1569	1177	905	1271	2114	1788	1875	8664	3037	536282
Архангельская область (включая Ненецкий автономный округ)	woman	5348	6019	6650	6854	6981	7178	7171	6935	6972	6960	6912	6639	6047	6047	6294	6225	5910	5389	4725	4430	4841	4556	4981	5302	5414	5142	5542	5899	6746	7236	8351	8859	8743	8328	8742	9258	9172	8689	8969	8666	8913	8977	9091	8780	8371	8158	8145	7613	7402	7076	7103	7289	7619	7718	8140	8772	8946	9763	10130	10021	10001	10175	9816	10412	10579	9109	9154	8855	8266	8660	6158	6252	5845	3378	2359	2013	3170	5323	4922	5522	30719	12674	607837
Ненецкий АОк	all	622	676	818	759	736	704	755	653	690	714	701	621	604	570	585	644	567	562	515	465	450	432	468	525	446	353	420	491	516	543	658	807	730	769	732	781	812	752	738	743	742	715	640	659	623	575	576	558	575	499	495	480	550	594	548	628	634	647	652	629	563	570	543	523	493	425	370	379	294	336	265	223	183	97	75	64	137	134	109	139	761	284	43829
Ненецкий АОк	man	339	323	425	392	394	353	385	320	362	371	368	308	304	264	284	325	308	287	284	249	261	235	243	297	223	186	243	265	247	259	336	429	372	414	396	417	423	384	387	372	358	345	331	346	329	265	305	261	285	216	250	256	247	270	237	266	293	307	294	290	262	231	252	223	211	183	150	161	109	139	100	67	85	29	24	17	35	43	29	37	158	40	21330
Ненецкий АОк	woman	283	353	393	367	342	351	370	333	328	343	333	313	300	306	301	319	259	275	231	216	189	197	225	228	223	167	177	226	269	284	322	378	358	355	336	364	389	368	351	371	384	370	309	313	294	310	271	297	290	283	245	224	303	324	311	362	341	340	358	339	301	339	291	300	282	242	220	218	185	197	165	156	98	68	51	47	102	91	80	102	603	244	22499
Архангельская область	all	10563	11609	13019	13523	13853	14046	14082	13623	13627	13538	13259	13206	11935	11911	12249	12042	11535	10769	9550	9453	10224	9672	10174	10593	10875	10670	11180	11872	13509	14984	17007	18056	17790	17083	17746	18490	18149	17099	17254	16939	17321	17322	17424	16656	15979	15314	15360	14209	13809	13196	12916	13341	13880	14103	14757	15523	15696	17157	17636	17110	16917	16866	16202	16973	16795	14483	14378	13823	12805	13229	9219	9290	8590	4850	3461	2854	4304	7303	6601	7258	38622	15427	1100290
Архангельская область	man	5498	5943	6762	7036	7214	7219	7281	7021	6983	6921	6680	6880	6188	6170	6256	6136	5884	5655	5056	5239	5572	5313	5418	5519	5684	5695	5815	6199	7032	8032	8978	9575	9405	9110	9340	9596	9366	8778	8636	8644	8792	8715	8642	8189	7902	7466	7486	6893	6697	6403	6058	6276	6564	6709	6928	7113	7091	7734	7864	7428	7217	7030	6677	6861	6498	5616	5444	5186	4724	4766	3226	3194	2843	1540	1153	888	1236	2071	1759	1838	8506	2997	514952
Архангельская область	woman	5065	5666	6257	6487	6639	6827	6801	6602	6644	6617	6579	6326	5747	5741	5993	5906	5651	5114	4494	4214	4652	4359	4756	5074	5191	4975	5365	5673	6477	6952	8029	8481	8385	7973	8406	8894	8783	8321	8618	8295	8529	8607	8782	8467	8077	7848	7874	7316	7112	6793	6858	7065	7316	7394	7829	8410	8605	9423	9772	9682	9700	9836	9525	10112	10297	8867	8934	8637	8081	8463	5993	6096	5747	3310	2308	1966	3068	5232	4842	5420	30116	12430	585338
Вологодская область	all	12247	13369	15555	16128	15917	16191	16462	15238	14229	14270	13970	13536	12630	12310	12707	12527	11961	11100	9940	9135	9617	9383	10198	10648	10987	11300	12680	14063	15615	17368	18510	20094	20044	19761	19261	20338	19737	18583	18571	17646	17667	17087	16868	16405	15901	15299	15183	14480	13955	13274	13160	13612	14635	15478	16360	16709	16962	18490	19305	19045	18542	18170	17217	17565	17167	14824	14593	13936	13295	14057	9172	8746	8139	4411	3124	2374	4030	8064	6675	7774	42137	17928	1167713
Вологодская область	man	6372	6769	7869	8213	8164	8338	8391	7747	7361	7374	7138	6885	6325	6280	6500	6414	6184	5712	5134	4632	4969	4912	5288	5584	5668	5999	6682	7185	7827	9002	9536	10237	10111	9828	9764	10293	9749	9317	9294	8738	8691	8193	8162	7778	7624	7411	7296	6943	6585	6294	6114	6399	6773	7008	7471	7468	7635	8198	8428	8182	7861	7642	7035	6981	6821	5715	5588	5412	4963	5109	3352	3053	2760	1441	1010	696	1103	2288	1820	2007	9108	3325	538203
Вологодская область	woman	5875	6600	7686	7915	7753	7853	8071	7491	6868	6896	6832	6651	6305	6030	6207	6113	5777	5388	4806	4503	4648	4471	4910	5064	5319	5301	5998	6878	7788	8366	8974	9857	9933	9933	9497	10045	9988	9266	9277	8908	8976	8894	8706	8627	8277	7888	7887	7537	7370	6980	7046	7213	7862	8470	8889	9241	9327	10292	10877	10863	10681	10528	10182	10584	10346	9109	9005	8524	8332	8948	5820	5693	5379	2970	2114	1678	2927	5776	4855	5767	33029	14603	629510
Калининградская область	all	10294	10953	12381	12574	12451	12278	12270	11656	10945	11043	11156	10772	10023	9793	10072	9667	9468	8920	9414	9917	10041	9835	10200	11021	11655	11737	13208	14550	15577	16141	17136	17894	17652	17278	17142	16954	16288	15593	15917	15177	15057	14645	14990	14675	14126	14254	14305	13890	13729	12521	12308	11957	12332	12682	13220	13635	14233	14711	15378	14415	14714	13824	13716	13600	13494	12019	12329	11999	11440	11319	9146	8512	7141	4122	3365	2825	3972	5630	5756	5989	33169	12529	1002187
Калининградская область	man	5407	5613	6344	6331	6404	6376	6325	5999	5653	5720	5812	5556	5085	4958	5089	4937	4864	4554	5059	5871	5781	5611	5878	6263	6449	6645	7331	7826	8224	8393	8716	9167	8927	8816	8590	8502	8144	7728	7763	7413	7302	7072	7261	7005	6835	6763	6960	6736	6643	6033	5846	5670	5762	6023	6128	6414	6538	6557	6732	6200	6201	5905	5476	5519	5328	4634	4787	4450	4248	4069	3293	3028	2523	1386	1083	897	1146	1589	1588	1526	7622	2644	470902
Калининградская область	woman	4887	5340	6037	6243	6047	5902	5945	5657	5292	5323	5344	5216	4938	4835	4983	4730	4604	4366	4355	4046	4260	4224	4322	4758	5206	5092	5877	6724	7353	7748	8420	8727	8725	8462	8552	8452	8144	7865	8154	7764	7755	7573	7729	7670	7291	7491	7345	7154	7086	6488	6462	6287	6570	6659	7092	7221	7695	8154	8646	8215	8513	7919	8240	8081	8166	7385	7542	7549	7192	7250	5853	5484	4618	2736	2282	1928	2826	4041	4168	4463	25547	9885	531285
Ленинградская область	all	15841	17350	19239	19428	19197	18538	18794	18311	18326	19266	18247	17547	16529	16494	17081	16813	16144	15134	15729	15774	15981	15949	16731	18132	19182	19435	22159	25714	29331	31444	34009	35968	35896	35391	34389	34332	31791	30033	31859	28746	28643	27300	27575	27192	26096	25428	25623	24659	24735	22304	21348	21145	22232	23583	23996	25685	27138	28924	30932	28217	28147	27803	26550	26839	26365	23918	23734	22521	21945	22401	17573	16615	14429	9153	6807	5136	7055	11662	11503	13081	75621	30564	1847867
Ленинградская область	man	8060	8971	9863	10039	9825	9639	9540	9424	9399	9824	9291	8897	8505	8522	8767	8540	8341	7685	8414	8740	8502	8510	8812	9518	9894	10288	11970	13908	15780	16591	17950	18965	18934	18547	17939	18026	16532	15332	16554	14604	14632	13773	13789	13466	12980	12638	12692	12252	12217	10797	10287	9974	10389	10873	11111	11744	12172	12839	13653	12123	12059	11499	10734	10801	10467	9178	9052	8440	8286	8173	6515	6127	5138	3229	2324	1729	2094	3218	3266	3628	17929	6602	865729
Ленинградская область	woman	7781	8379	9376	9389	9372	8899	9254	8887	8927	9442	8956	8650	8024	7972	8314	8273	7803	7449	7315	7034	7479	7439	7919	8614	9288	9147	10189	11806	13551	14853	16059	17003	16962	16844	16450	16306	15259	14701	15305	14142	14011	13527	13786	13726	13116	12790	12931	12407	12518	11507	11061	11171	11843	12710	12885	13941	14966	16085	17279	16094	16088	16304	15816	16038	15898	14740	14682	14081	13659	14228	11058	10488	9291	5924	4483	3407	4961	8444	8237	9453	57692	23962	982138
Новгородская область	all	5809	6203	7135	7213	7355	7300	7486	7028	6863	6801	6755	6665	6151	5937	6109	6010	5811	5306	4653	4476	5027	4625	4956	5268	5690	5427	6304	7101	8335	8962	9483	10331	9781	9380	9358	9580	9441	8542	9066	8532	8552	8191	8481	8460	8149	7676	7862	7613	7656	6926	6895	7160	7488	7870	7978	8337	9142	9687	9907	9741	10065	9772	9481	9245	9162	8304	8022	7815	7665	7874	6024	5721	4931	3026	2264	1756	2510	4875	3992	4704	27062	11089	600296
Новгородская область	man	3031	3196	3705	3792	3788	3766	3811	3653	3527	3580	3514	3423	3176	3126	3099	3123	2972	2713	2345	2208	2614	2164	2602	2651	2898	2774	3240	3561	4346	4616	4998	5371	5107	4830	4876	4850	4790	4282	4484	4252	4102	3975	4175	4085	3950	3690	3811	3623	3554	3136	3159	3195	3330	3403	3568	3637	3860	4226	4281	4129	4218	3949	3757	3618	3469	3123	3010	2839	2777	2749	2032	1946	1570	1046	670	548	713	1315	1089	1192	5597	1981	270970
Новгородская область	woman	2778	3007	3430	3421	3567	3534	3675	3375	3336	3221	3241	3242	2975	2811	3010	2887	2839	2593	2308	2268	2413	2461	2354	2617	2792	2653	3064	3540	3989	4346	4485	4960	4674	4550	4482	4730	4651	4260	4582	4280	4450	4216	4306	4375	4199	3986	4051	3990	4102	3790	3736	3965	4158	4467	4410	4700	5282	5461	5626	5612	5847	5823	5724	5627	5693	5181	5012	4976	4888	5125	3992	3775	3361	1980	1594	1208	1797	3560	2903	3512	21465	9108	329326
Псковская область	all	5843	6079	7097	7065	7086	7087	7191	6810	6662	6756	6729	6458	5999	5937	6149	6169	5923	5600	5549	5725	5923	6051	6402	6553	6648	6576	7227	8057	8875	9191	9411	10035	9936	9435	9229	9673	9546	8695	8941	8443	8605	8597	8748	8593	8483	8269	8564	8436	8293	7711	7645	7582	7993	8378	8775	9200	9536	9867	10711	10217	10518	10331	9670	9661	9517	8674	8779	8401	8448	8533	6528	5908	4851	3029	2681	2016	3018	4740	4242	4707	28435	11916	629651
Псковская область	man	3003	3109	3704	3670	3721	3631	3729	3550	3394	3511	3391	3289	3132	3016	3219	3183	3076	2804	3130	3540	3492	3549	3669	3779	3782	3775	4034	4421	4862	5036	5145	5402	5246	5039	4916	4966	4905	4589	4557	4333	4290	4224	4261	4243	4018	3978	4108	3960	3875	3530	3489	3428	3687	3773	3959	4026	4307	4330	4580	4361	4467	4272	3943	3810	3662	3258	3192	3018	3107	3117	2292	2002	1670	992	851	619	848	1283	1141	1212	6038	2156	291520
Псковская область	woman	2840	2970	3393	3395	3365	3456	3462	3260	3268	3245	3338	3169	2867	2921	2930	2986	2847	2796	2419	2185	2431	2502	2733	2774	2866	2801	3193	3636	4013	4155	4266	4633	4690	4396	4313	4707	4641	4106	4384	4110	4315	4373	4487	4350	4465	4291	4456	4476	4418	4181	4156	4154	4306	4605	4816	5174	5229	5537	6131	5856	6051	6059	5727	5851	5855	5416	5587	5383	5341	5416	4236	3906	3181	2037	1830	1397	2170	3457	3101	3495	22397	9760	338131
г. Санкт-Петербург	all	62074	64311	70394	68643	65509	63223	62082	56460	44371	45341	43903	40729	38566	39577	40038	40966	39140	38717	48365	46136	49615	49584	46398	49865	49919	56093	73716	88362	101470	103533	105062	107440	105076	104221	100243	100557	92859	88830	94266	83953	83251	78019	78081	77927	75057	74252	74803	72738	75331	67359	64557	62943	63437	67716	68865	71722	74959	77310	82345	74138	73589	72559	69123	70302	67342	61098	60409	58327	58801	58185	51583	54635	51864	35863	23408	15665	16996	29064	33188	38040	249432	107698	5383890
г. Санкт-Петербург	man	31964	33121	36062	35423	33746	32562	32028	29143	22786	23197	22538	20979	19778	20155	20441	20837	19983	19771	23933	22368	23843	24153	22677	24854	24372	26789	35884	45390	52276	52341	52232	53218	51400	50424	49474	49336	45421	43665	45990	41209	40696	37614	37594	37352	35974	36118	35910	34857	36023	31750	29893	29113	29159	30868	30548	31571	32334	32755	35255	30560	29639	28815	26941	27233	25293	22356	21978	21213	21429	20609	17516	18802	17983	12488	7813	5191	5231	8805	10724	11113	65047	25989	2437926
г. Санкт-Петербург	woman	30110	31190	34332	33220	31763	30661	30054	27317	21585	22144	21365	19750	18788	19422	19597	20129	19157	18946	24432	23768	25772	25431	23721	25011	25547	29304	37832	42972	49194	51192	52830	54222	53676	53797	50769	51221	47438	45165	48276	42744	42555	40405	40487	40575	39083	38134	38893	37881	39308	35609	34664	33830	34278	36848	38317	40151	42625	44555	47090	43578	43950	43744	42182	43069	42049	38742	38431	37114	37372	37576	34067	35833	33881	23375	15595	10474	11765	20259	22464	26927	184385	81709	2945964
Мурманская область	all	7484	8008	8898	9464	9413	9581	9577	9382	9376	9251	9057	8616	8112	7950	8207	8088	7944	7149	6958	7462	7669	7524	7871	8103	8456	7723	8302	9500	10711	11854	13140	13905	13912	13531	13593	13614	12992	12452	12577	12320	12635	12252	12498	11966	12106	11655	11566	10951	10693	9966	9694	9409	9610	9629	10121	10670	10811	11213	11443	10878	10539	9985	9519	9597	9341	8475	8310	7772	6985	7224	5377	5149	4513	2692	2060	1563	2200	3640	3205	3425	16993	5824	748056
Мурманская область	man	3855	4142	4574	4883	4745	4934	4905	4838	4867	4782	4670	4510	4183	4123	4139	4141	4063	3640	3925	4723	4889	4799	4684	4843	4784	4488	4846	5385	5898	6504	7187	7553	7596	7337	7130	7099	6802	6335	6297	6279	6287	6096	6143	5835	5938	5797	5704	5442	5281	4878	4835	4466	4590	4611	4748	4922	4895	4917	5036	4655	4392	4097	3805	3623	3573	3189	2960	2666	2356	2286	1707	1656	1278	775	595	431	551	864	735	727	2907	823	359626
Мурманская область	woman	3629	3866	4324	4581	4668	4647	4672	4544	4509	4469	4387	4106	3929	3827	4068	3947	3881	3509	3033	2739	2780	2725	3187	3260	3672	3235	3456	4115	4813	5350	5953	6352	6316	6194	6463	6515	6190	6117	6280	6041	6348	6156	6355	6131	6168	5858	5862	5509	5412	5088	4859	4943	5020	5018	5373	5748	5916	6296	6407	6223	6147	5888	5714	5974	5768	5286	5350	5106	4629	4938	3670	3493	3235	1917	1465	1132	1649	2776	2470	2698	14086	5001	388430
г. Москва	all	130681	131525	142933	141762	138041	136706	135475	128790	100874	108699	109078	104826	102958	109681	102352	101003	99646	97214	108845	101475	101950	94678	96253	105762	96310	107892	134239	167270	217648	211014	215204	228276	228613	244827	228670	235142	219868	214466	255734	210949	204829	189575	194387	203772	189521	189249	183903	178542	210071	168871	164184	154904	155481	176524	170771	183128	187201	190283	219012	181584	181177	170446	166911	164475	154899	140024	138044	130945	141707	131529	117019	121960	114367	81689	57596	43962	56903	84321	91271	88855	594058	268349	12615279
г. Москва	man	67788	67937	73640	73183	71236	70478	70210	66115	52089	55797	55798	53859	52308	55718	52384	51478	51034	49337	54690	48427	49380	45392	46973	53268	47147	52450	64914	85000	110135	103836	103265	109643	107836	114536	107977	112674	105586	103846	125468	102159	99049	90655	93380	98096	92268	92852	89274	87948	104072	81502	79344	74111	72761	82675	78729	84870	85126	86347	100033	79872	78606	73864	70757	69422	63714	57104	55499	51756	57245	50214	45132	47018	43333	31638	22140	17475	20608	29521	32413	29149	184823	80468	5829386
г. Москва	woman	62893	63588	69293	68579	66805	66228	65265	62675	48785	52902	53280	50967	50650	53963	49968	49525	48612	47877	54155	53048	52570	49286	49280	52494	49163	55442	69325	82270	107513	107178	111939	118633	120777	130291	120693	122468	114282	110620	130266	108790	105780	98920	101007	105676	97253	96397	94629	90594	105999	87369	84840	80793	82720	93849	92042	98258	102075	103936	118979	101712	102571	96582	96154	95053	91185	82920	82545	79189	84462	81315	71887	74942	71034	50051	35456	26487	36295	54800	58858	59706	409235	187881	6785893
